zip_code,zone,city,state,latitude,longitude
11738,7a,FARMINGVILLE,NY,40.84,-73.04
11520,7b,FREEPORT,NY,40.65,-73.58
11530,7b,"GARDEN CITY",NY,40.72,-73.64
11599,7b,"GARDEN CITY",NY,40.72,-73.64
11542,7a,"GLEN COVE",NY,40.86,-73.63
11545,7a,"GLEN HEAD",NY,40.84,-73.61
11740,7a,GREENLAWN,NY,40.86,-73.36
11944,7a,GREENPORT,NY,41.1,-72.36
11548,7a,GREENVALE,NY,40.81,-73.62
11946,7a,"HAMPTON BAYS",NY,40.86,-72.52
11550,7b,HEMPSTEAD,NY,40.7,-73.61
11557,7b,HEWLETT,NY,40.64,-73.69
11801,7a,HICKSVILLE,NY,40.76,-73.52
11803,7a,PLAINVIEW,NY,40.78,-73.47
11804,7a,"OLD BETHPAGE",NY,40.75,-73.45
11741,7a,HOLBROOK,NY,40.79,-73.07
11742,7a,HOLTSVILLE,NY,40.81,-73.04
11743,7a,HUNTINGTON,NY,40.87,-73.4
11746,7a,"HUNTINGTON STATION",NY,40.84,-73.4
11747,7a,MELVILLE,NY,40.78,-73.41
11558,7b,"ISLAND PARK",NY,40.6,-73.64
11751,7a,ISLIP,NY,40.73,-73.21
11752,7a,"ISLIP TERRACE",NY,40.74,-73.18
11753,7a,JERICHO,NY,40.78,-73.54
11754,7a,"KINGS PARK",NY,40.89,-73.24
11755,7a,"LAKE GROVE",NY,40.85,-73.11
11948,7a,LAUREL,NY,40.97,-72.55
11559,7b,LAWRENCE,NY,40.6,-73.71
11756,7a,LEVITTOWN,NY,40.72,-73.51
11757,7a,LINDENHURST,NY,40.68,-73.37
11560,7a,"LOCUST VALLEY",NY,40.88,-73.58
11561,7b,"LONG BEACH",NY,40.58,-73.65
11563,7b,LYNBROOK,NY,40.65,-73.67
11565,7b,MALVERNE,NY,40.67,-73.67
11949,7a,MANORVILLE,NY,40.85,-72.79
11758,7b,MASSAPEQUA,NY,40.66,-73.47
11762,7b,"MASSAPEQUA PARK",NY,40.68,-73.44
11950,7a,MASTIC,NY,40.8,-72.84
11951,7a,"MASTIC BEACH",NY,40.76,-72.84
11952,7a,MATTITUCK,NY,41,-72.53
11763,7a,MEDFORD,NY,40.82,-72.98
11566,7b,MERRICK,NY,40.65,-73.55
11953,7a,"MIDDLE ISLAND",NY,40.88,-72.94
11764,7a,"MILLER PLACE",NY,40.93,-72.98
11765,7a,"MILL NECK",NY,40.88,-73.55
11501,7a,MINEOLA,NY,40.74,-73.63
11954,7b,MONTAUK,NY,41.04,-71.94
11955,7a,MORICHES,NY,40.8,-72.82
11766,7a,"MOUNT SINAI",NY,40.93,-73.01
11767,7a,NESCONSET,NY,40.84,-73.15
11768,7a,NORTHPORT,NY,40.9,-73.34
11769,7a,OAKDALE,NY,40.73,-73.13
11957,7a,ORIENT,NY,41.14,-72.3
11771,7a,"OYSTER BAY",NY,40.86,-73.53
11772,7a,PATCHOGUE,NY,40.76,-73.01
11958,7a,PECONIC,NY,41.03,-72.46
11776,7a,"PORT JEFFERSON STATION",NY,40.92,-73.06
11777,7a,"PORT JEFFERSON",NY,40.94,-73.05
11961,7a,RIDGE,NY,40.91,-72.88
11901,7a,RIVERHEAD,NY,40.94,-72.67
11570,7b,"ROCKVILLE CENTRE",NY,40.66,-73.63
11572,7b,OCEANSIDE,NY,40.63,-73.63
11778,7a,"ROCKY POINT",NY,40.92,-72.92
11779,7a,RONKONKOMA,NY,40.8,-73.12
11575,7b,ROOSEVELT,NY,40.67,-73.58
11576,7a,ROSLYN,NY,40.79,-73.64
11577,7a,"ROSLYN HEIGHTS",NY,40.77,-73.64
11963,7a,"SAG HARBOR",NY,40.99,-72.29
11780,7a,"SAINT JAMES",NY,40.87,-73.15
11782,7a,SAYVILLE,NY,40.74,-73.08
11579,7a,"SEA CLIFF",NY,40.84,-73.64
11783,7b,SEAFORD,NY,40.66,-73.49
11784,7a,SELDEN,NY,40.86,-73.04
11967,7a,SHIRLEY,NY,40.79,-72.87
11786,7a,SHOREHAM,NY,40.95,-72.9
11787,7a,SMITHTOWN,NY,40.85,-73.21
11788,7a,HAUPPAUGE,NY,40.82,-73.21
11789,7a,"SOUND BEACH",NY,40.95,-72.96
11968,7a,SOUTHAMPTON,NY,40.88,-72.39
11971,7a,SOUTHOLD,NY,41.05,-72.42
11790,7a,"STONY BROOK",NY,40.9,-73.12
11791,7a,SYOSSET,NY,40.81,-73.5
11553,7b,UNIONDALE,NY,40.7,-73.59
11556,7b,UNIONDALE,NY,40.7,-73.59
11580,7b,"VALLEY STREAM",NY,40.66,-73.7
11581,7b,"VALLEY STREAM",NY,40.66,-73.7
11792,7a,"WADING RIVER",NY,40.94,-72.81
11793,7b,WANTAGH,NY,40.66,-73.51
11976,7a,"WATER MILL",NY,40.92,-72.34
11568,7a,"OLD WESTBURY",NY,40.78,-73.59
11590,7a,WESTBURY,NY,40.75,-73.58
11977,7a,WESTHAMPTON,NY,40.83,-72.66
11978,7a,"WESTHAMPTON BEACH",NY,40.8,-72.61
11552,7b,"WEST HEMPSTEAD",NY,40.69,-73.65
11795,7a,"WEST ISLIP",NY,40.7,-73.29
11796,7a,"WEST SAYVILLE",NY,40.72,-73.1
11596,7a,"WILLISTON PARK",NY,40.75,-73.64
11797,7a,WOODBURY,NY,40.81,-73.47
11598,7b,WOODMERE,NY,40.63,-73.72
11798,7a,WYANDANCH,NY,40.74,-73.37
11980,7a,YAPHANK,NY,40.83,-72.92
13605,4b,ADAMS,NY,43.8,-76.02
13606,4b,"ADAMS CENTER",NY,43.85,-75.99
12808,4b,ADIRONDACK,NY,43.72,-73.77
13730,5b,AFTON,NY,42.22,-75.52
12202,6a,ALBANY,NY,42.66,-73.79
12203,5b,ALBANY,NY,42.66,-73.79
12204,5b,ALBANY,NY,42.66,-73.79
12205,5b,ALBANY,NY,42.66,-73.79
12206,5b,ALBANY,NY,42.66,-73.79
12207,5b,ALBANY,NY,42.66,-73.79
12208,5b,ALBANY,NY,42.66,-73.79
12209,5b,ALBANY,NY,42.66,-73.79
12210,5b,ALBANY,NY,42.66,-73.79
12211,5b,ALBANY,NY,42.66,-73.79
12223,5b,ALBANY,NY,42.66,-73.79
12226,5b,ALBANY,NY,42.66,-73.79
12247,6a,ALBANY,NY,42.66,-73.79
12260,5b,ALBANY,NY,42.66,-73.79
12007,5b,ALCOVE,NY,42.45,-74.03
13301,4b,"ALDER CREEK",NY,43.42,-75.22
13607,4b,"ALEXANDRIA BAY",NY,44.33,-75.91
12009,5b,ALTAMONT,NY,42.7,-74.03
13302,5a,ALTMAR,NY,43.51,-76
12910,4b,ALTONA,NY,44.89,-73.65
12010,5b,AMSTERDAM,NY,42.94,-74.19
13731,5a,ANDES,NY,42.18,-74.78
13740,5a,"BOVINA CENTER",NY,42.26,-74.78
13608,4b,ANTWERP,NY,44.19,-75.6
13732,5b,APALACHIN,NY,42.07,-76.16
12809,5a,ARGYLE,NY,43.23,-73.49
12015,6a,ATHENS,NY,42.26,-73.81
12810,4b,ATHOL,NY,43.48,-73.89
13021,6a,AUBURN,NY,42.93,-76.56
13026,6a,AURORA,NY,42.75,-76.7
12912,4b,"AU SABLE FORKS",NY,44.47,-73.78
12017,5b,AUSTERLITZ,NY,42.32,-73.47
13303,5a,AVA,NY,43.41,-75.47
12018,5b,"AVERILL PARK",NY,42.63,-73.55
13733,5a,BAINBRIDGE,NY,42.29,-75.48
13027,5b,BALDWINSVILLE,NY,43.15,-76.33
12020,5a,"BALLSTON SPA",NY,43,-73.85
13304,4b,BARNEVELD,NY,43.27,-75.18
13734,5b,BARTON,NY,42.04,-76.44
13736,5a,BERKSHIRE,NY,42.3,-76.18
12022,5b,BERLIN,NY,42.7,-73.38
12023,5a,BERNE,NY,42.62,-74.13
13028,5a,"BERNHARDS BAY",NY,43.29,-75.93
13901,5b,BINGHAMTON,NY,42.1,-75.91
13903,5b,BINGHAMTON,NY,42.1,-75.91
13904,5b,BINGHAMTON,NY,42.1,-75.91
13905,5b,BINGHAMTON,NY,42.1,-75.91
13612,4b,"BLACK RIVER",NY,44,-75.79
12913,4a,BLOOMINGDALE,NY,44.42,-74.1
13739,5a,BLOOMVILLE,NY,42.33,-74.8
13308,5a,BLOSSVALE,NY,43.27,-75.64
12812,4a,"BLUE MOUNTAIN LAKE",NY,43.87,-74.44
12814,5a,"BOLTON LANDING",NY,43.55,-73.65
12914,4b,BOMBAY,NY,44.93,-74.59
13309,4b,BOONVILLE,NY,43.48,-75.33
13310,5a,BOUCKVILLE,NY,42.88,-75.55
12024,5b,BRAINARD,NY,42.48,-73.54
12815,4b,"BRANT LAKE",NY,43.71,-73.69
13613,4b,"BRASHER FALLS",NY,44.8,-74.79
13029,5b,BREWERTON,NY,43.23,-76.14
13030,5b,BRIDGEPORT,NY,42.91,-76.75
13614,4b,"BRIER HILL",NY,44.54,-75.68
12025,5a,BROADALBIN,NY,43.05,-74.19
13314,5a,BROOKFIELD,NY,42.81,-75.31
13418,5a,"NORTH BROOKFIELD",NY,42.85,-75.36
12916,4b,BRUSHTON,NY,44.83,-74.51
12917,4b,BURKE,NY,44.9,-74.17
13315,5a,"BURLINGTON FLATS",NY,42.74,-75.18
13342,5a,GARRATTSVILLE,NY,42.64,-75.17
13415,5a,"NEW LISBON",NY,42.58,-75.18
12019,5a,"BALLSTON LAKE",NY,42.92,-73.84
12027,5a,"BURNT HILLS",NY,42.91,-73.9
12918,4b,CADYVILLE,NY,44.66,-73.68
13616,4b,CALCIUM,NY,44.03,-75.84
12816,5a,CAMBRIDGE,NY,43.02,-73.38
13316,4b,CAMDEN,NY,43.33,-75.74
13031,5b,CAMILLUS,NY,43.03,-76.3
12029,5b,CANAAN,NY,42.41,-73.41
13317,5b,CANAJOHARIE,NY,42.9,-74.57
13032,5b,CANASTOTA,NY,43.08,-75.75
13743,5b,CANDOR,NY,42.23,-76.34
13617,4a,CANTON,NY,44.59,-75.17
13618,5a,"CAPE VINCENT",NY,44.12,-76.33
12031,5b,CARLISLE,NY,42.74,-74.45
12032,4b,"CAROGA LAKE",NY,43.13,-74.48
13619,4a,CARTHAGE,NY,43.98,-75.6
13318,5a,CASSVILLE,NY,42.94,-75.25
13744,5b,"CASTLE CREEK",NY,42.22,-75.91
12033,5b,"CASTLETON ON HUDSON",NY,42.53,-73.7
13620,4a,CASTORLAND,NY,43.88,-75.51
13033,5b,CATO,NY,43.16,-76.57
13034,6a,CAYUGA,NY,42.91,-76.72
13035,5a,CAZENOVIA,NY,42.92,-75.85
12035,5b,"CENTRAL BRIDGE",NY,42.7,-74.33
13036,5a,"CENTRAL SQUARE",NY,43.28,-76.14
13319,5a,CHADWICKS,NY,43.02,-75.27
12919,4b,CHAMPLAIN,NY,44.98,-73.44
12036,5a,CHARLOTTEVILLE,NY,42.53,-74.68
13621,4b,"CHASE MILLS",NY,44.86,-75.07
12920,4b,CHATEAUGAY,NY,44.92,-74.08
12037,5b,CHATHAM,NY,42.36,-73.59
13622,4b,CHAUMONT,NY,44.06,-76.13
12921,4b,CHAZY,NY,44.88,-73.43
13746,5b,"CHENANGO FORKS",NY,42.23,-75.84
13320,5a,"CHERRY VALLEY",NY,42.79,-74.75
13450,5a,ROSEBOOM,NY,42.74,-74.77
12817,4b,CHESTERTOWN,NY,43.63,-73.8
12922,4a,CHILDWOLD,NY,44.28,-74.67
13037,5b,CHITTENANGO,NY,43.04,-75.87
12923,4b,CHURUBUSCO,NY,44.95,-73.92
13040,5a,CINCINNATUS,NY,42.54,-75.89
12041,5b,CLARKSVILLE,NY,42.56,-73.97
13039,5b,CICERO,NY,43.17,-76.11
13041,5b,CLAY,NY,43.18,-76.17
13624,4b,CLAYTON,NY,44.23,-76.08
13322,5a,CLAYVILLE,NY,42.97,-75.25
12819,5a,CLEMONS,NY,43.63,-73.43
13042,5a,CLEVELAND,NY,43.23,-75.88
12065,5b,"CLIFTON PARK",NY,42.85,-73.8
12042,5b,CLIMAX,NY,42.37,-73.86
13323,5b,CLINTON,NY,43.04,-75.37
12043,5b,COBLESKILL,NY,42.67,-74.48
12046,5b,"COEYMANS HOLLOW",NY,42.48,-73.92
12047,5b,COHOES,NY,42.77,-73.7
13324,4a,"COLD BROOK",NY,43.24,-75.03
13625,4a,COLTON,NY,44.32,-74.82
12821,5a,COMSTOCK,NY,43.45,-73.37
13748,5b,CONKLIN,NY,42.03,-75.8
12926,4b,CONSTABLE,NY,44.93,-74.28
13325,4a,CONSTABLEVILLE,NY,43.56,-75.42
13044,5a,CONSTANTIA,NY,43.25,-76
13326,5a,COOPERSTOWN,NY,42.7,-74.92
13626,4a,COPENHAGEN,NY,43.89,-75.67
12822,5a,CORINTH,NY,43.24,-73.83
13045,5b,CORTLAND,NY,42.6,-76.18
12823,5a,COSSAYUNA,NY,43.17,-73.4
12051,5b,COXSACKIE,NY,42.35,-73.8
12192,5b,"WEST COXSACKIE",NY,42.4,-73.81
13327,4a,CROGHAN,NY,43.89,-75.39
12052,5b,CROPSEYVILLE,NY,42.76,-73.47
12928,4b,"CROWN POINT",NY,43.95,-73.53
13750,5a,DAVENPORT,NY,42.47,-74.84
13751,5a,"DAVENPORT CENTER",NY,42.44,-74.91
13328,5a,DEANSBORO,NY,42.99,-75.42
13630,4a,"DE KALB JUNCTION",NY,44.48,-75.3
12053,5b,DELANSON,NY,42.74,-74.18
13752,5a,DELANCEY,NY,42.2,-74.97
13753,5a,DELHI,NY,42.27,-74.91
12054,5b,DELMAR,NY,42.62,-73.83
13633,4b,"DE PEYSTER",NY,44.53,-75.41
13754,5b,DEPOSIT,NY,42.06,-75.42
13052,5a,"DE RUYTER",NY,42.75,-75.86
13634,4b,DEXTER,NY,44,-76.04
12824,5a,"DIAMOND POINT",NY,43.51,-73.69
12930,4b,"DICKINSON CENTER",NY,44.71,-74.53
13329,5a,DOLGEVILLE,NY,43.1,-74.77
13755,5a,DOWNSVILLE,NY,42.08,-74.99
13053,5b,DRYDEN,NY,42.49,-76.29
12056,5b,DUANESBURG,NY,42.76,-74.13
13054,5a,DURHAMVILLE,NY,43.12,-75.67
13331,3b,"EAGLE BAY",NY,43.76,-74.82
12028,5a,BUSKIRK,NY,42.96,-73.45
12057,5a,"EAGLE BRIDGE",NY,42.94,-73.39
12058,5b,EARLTON,NY,42.35,-73.9
12176,5b,SURPRISE,NY,42.35,-73.95
13332,5a,EARLVILLE,NY,42.74,-75.54
12059,5a,"EAST BERNE",NY,42.61,-74.05
13756,5b,"EAST BRANCH",NY,41.98,-75.11
12060,5b,"EAST CHATHAM",NY,42.42,-73.48
12061,5b,"EAST GREENBUSH",NY,42.59,-73.7
13757,5a,"EAST MEREDITH",NY,42.41,-74.88
12062,5b,"EAST NASSAU",NY,42.53,-73.5
12063,5b,"EAST SCHODACK",NY,42.52,-73.68
13057,5b,"EAST SYRACUSE",NY,43.06,-76.07
12064,5a,"EAST WORCESTER",NY,42.61,-74.67
13334,5a,EATON,NY,42.84,-75.61
13335,5a,EDMESTON,NY,42.69,-75.24
13635,4a,EDWARDS,NY,44.32,-75.25
13060,5b,ELBRIDGE,NY,43.03,-76.44
12932,4b,ELIZABETHTOWN,NY,44.22,-73.6
12934,4b,"ELLENBURG CENTER",NY,44.82,-73.85
12935,4b,"ELLENBURG DEPOT",NY,44.9,-73.8
13636,5a,ELLISBURG,NY,43.73,-76.13
13760,5b,ENDICOTT,NY,42.09,-76.05
13061,5a,ERIEVILLE,NY,42.85,-75.75
12066,5b,ESPERANCE,NY,42.76,-74.25
12936,5a,ESSEX,NY,44.27,-73.39
13637,4b,"EVANS MILLS",NY,44.08,-75.8
13063,5a,FABIUS,NY,42.83,-75.98
13066,5b,FAYETTEVILLE,NY,43.02,-76
13638,4b,"FELTS MILLS",NY,44.01,-75.74
12067,5b,"FEURA BUSH",NY,42.57,-73.88
13639,4a,FINE,NY,44.25,-75.13
13640,4b,"WELLESLEY ISLAND",NY,44.33,-75.9
13337,5a,"FLY CREEK",NY,42.71,-74.98
12068,5b,FONDA,NY,42.95,-74.37
13338,4a,FORESTPORT,NY,43.44,-75.2
12827,5a,"FORT ANN",NY,43.41,-73.49
12937,4b,"FORT COVINGTON",NY,44.98,-74.47
12828,5a,"FORT EDWARD",NY,43.26,-73.58
12070,5b,"FORT JOHNSON",NY,42.95,-74.23
13339,5b,"FORT PLAIN",NY,42.93,-74.62
13340,5a,FRANKFORT,NY,43.03,-75.07
13775,5a,FRANKLIN,NY,42.34,-75.16
13846,5b,TREADWELL,NY,42.34,-75.05
13068,5b,FREEVILLE,NY,42.51,-76.34
13069,5b,FULTON,NY,43.31,-76.41
12071,5b,FULTONHAM,NY,42.58,-74.39
12072,5a,FULTONVILLE,NY,42.94,-74.37
12074,5a,GALWAY,NY,43.01,-74.03
12831,5a,GANSEVOORT,NY,43.19,-73.64
13071,6a,GENOA,NY,42.66,-76.53
13072,5a,GEORGETOWN,NY,42.61,-75.81
12075,5b,GHENT,NY,42.3,-73.64
13776,5a,GILBERTSVILLE,NY,42.47,-75.32
12076,5a,GILBOA,NY,42.39,-74.39
13777,5b,"GLEN AUBREY",NY,42.25,-76
13343,4a,GLENFIELD,NY,43.72,-75.26
13345,4b,GREIG,NY,43.68,-75.31
12077,5b,GLENMONT,NY,42.59,-73.78
12801,5a,"GLENS FALLS",NY,43.31,-73.64
12803,5a,"SOUTH GLENS FALLS",NY,43.29,-73.63
12804,5a,QUEENSBURY,NY,43.34,-73.67
12078,5a,GLOVERSVILLE,NY,43.05,-74.34
13642,4a,GOUVERNEUR,NY,44.33,-75.46
12832,5a,GRANVILLE,NY,43.4,-73.26
13778,5b,GREENE,NY,42.32,-75.77
12833,5a,"GREENFIELD CENTER",NY,43.13,-73.85
12083,5b,GREENVILLE,NY,42.41,-74.02
12834,5a,GREENWICH,NY,43.08,-73.49
13073,5b,GROTON,NY,42.58,-76.36
12084,5b,GUILDERLAND,NY,42.69,-73.89
12085,5b,"GUILDERLAND CENTER",NY,42.68,-74.01
13780,5b,GUILFORD,NY,42.4,-75.49
12835,5a,HADLEY,NY,43.3,-74.01
12086,5a,HAGAMAN,NY,42.97,-74.15
12836,5a,HAGUE,NY,43.74,-73.49
13782,5a,HAMDEN,NY,42.19,-74.99
13346,5a,HAMILTON,NY,42.82,-75.54
13646,4b,HAMMOND,NY,44.44,-75.69
12837,5a,HAMPTON,NY,43.46,-73.27
13783,5b,HANCOCK,NY,41.95,-75.27
12087,5b,HANNACROIX,NY,42.42,-73.88
13074,6a,HANNIBAL,NY,43.31,-76.57
13786,5a,HARPERSFIELD,NY,42.43,-74.68
13787,5b,HARPURSVILLE,NY,42.17,-75.62
13826,5b,OUAQUAGA,NY,42.12,-75.64
13648,4a,HARRISVILLE,NY,44.15,-75.32
12838,5a,HARTFORD,NY,43.35,-73.4
13348,5a,HARTWICK,NY,42.65,-75.04
13076,5a,HASTINGS,NY,43.35,-76.15
13650,5a,HENDERSON,NY,43.8,-76.19
13350,5b,HERKIMER,NY,43.02,-74.99
13652,4a,HERMON,NY,44.46,-75.23
13654,4b,HEUVELTON,NY,44.61,-75.4
13788,5a,HOBART,NY,42.37,-74.66
13655,4b,HOGANSBURG,NY,44.97,-74.63
13354,5a,"HOLLAND PATENT",NY,43.24,-75.25
13077,5a,HOMER,NY,42.63,-76.18
12090,5b,"HOOSICK FALLS",NY,42.9,-73.35
12092,5b,"HOWES CAVE",NY,42.7,-74.37
13355,5a,HUBBARDSVILLE,NY,42.81,-75.46
12839,5a,"HUDSON FALLS",NY,43.3,-73.58
13357,5a,ILION,NY,43.01,-75.04
12842,4b,"INDIAN LAKE",NY,43.78,-74.26
13360,3b,INLET,NY,43.72,-74.73
13078,5b,JAMESVILLE,NY,42.99,-76.07
12941,4b,JAY,NY,44.35,-73.71
12093,5a,JEFFERSON,NY,42.48,-74.61
12843,4a,JOHNSBURG,NY,43.51,-73.96
13790,5b,"JOHNSON CITY",NY,42.11,-75.96
12094,5b,JOHNSONVILLE,NY,42.88,-73.49
12095,5a,JOHNSTOWN,NY,43,-74.37
13080,5b,JORDAN,NY,43.06,-76.47
13361,5a,JORDANVILLE,NY,42.91,-74.95
12844,5a,"KATTSKILL BAY",NY,43.51,-73.62
12942,4b,KEENE,NY,44.25,-73.78
12943,4b,"KEENE VALLEY",NY,44.2,-73.78
12911,5a,KEESEVILLE,NY,44.5,-73.48
12924,4b,KEESEVILLE,NY,44.5,-73.48
12944,5a,KEESEVILLE,NY,44.5,-73.48
12106,5b,KINDERHOOK,NY,42.39,-73.7
13081,6a,"KING FERRY",NY,42.66,-76.61
13082,5b,KIRKVILLE,NY,43.07,-75.95
13795,5b,KIRKWOOD,NY,42.03,-75.79
13083,5a,LACONA,NY,43.64,-76.06
13656,4b,"LA FARGEVILLE",NY,44.18,-75.95
13084,5b,"LA FAYETTE",NY,42.88,-76.1
12945,4a,"LAKE CLEAR",NY,44.36,-74.25
12845,5a,"LAKE GEORGE",NY,43.42,-73.71
12846,5a,"LAKE LUZERNE",NY,43.32,-73.8
12946,4a,"LAKE PLACID",NY,44.28,-73.98
12108,4a,"LAKE PLEASANT",NY,43.55,-74.43
12110,5b,LATHAM,NY,42.74,-73.74
13796,5a,LAURENS,NY,42.53,-75.08
13363,5a,"LEE CENTER",NY,43.3,-75.51
12950,4b,LEWIS,NY,44.27,-73.57
13658,4b,LISBON,NY,44.72,-75.26
13797,5b,LISLE,NY,42.35,-76
13365,5b,"LITTLE FALLS",NY,43.04,-74.85
13088,5b,LIVERPOOL,NY,43.1,-76.21
13090,5b,LIVERPOOL,NY,43.1,-76.21
13092,5b,LOCKE,NY,42.66,-76.43
12847,4a,"LONG LAKE",NY,43.97,-74.42
13659,4a,LORRAINE,NY,43.74,-75.85
13367,4b,LOWVILLE,NY,43.78,-75.48
12952,4b,"LYON MOUNTAIN",NY,44.72,-73.92
12955,4b,"LYON MOUNTAIN",NY,44.72,-73.92
13368,4b,"LYONS FALLS",NY,43.61,-75.36
13801,5a,"MC DONOUGH",NY,42.49,-75.76
13101,5b,"MC GRAW",NY,42.59,-76.09
13402,5a,MADISON,NY,42.89,-75.51
13465,5a,SOLSVILLE,NY,42.91,-75.51
13660,4b,MADRID,NY,44.75,-75.15
13802,5b,MAINE,NY,42.19,-76.06
12115,5b,"MALDEN BRIDGE",NY,42.45,-73.58
13103,5a,MALLORY,NY,43.34,-76.08
12953,4b,MALONE,NY,44.84,-74.29
13104,5b,MANLIUS,NY,43,-75.97
13661,5a,MANNSVILLE,NY,43.71,-76.06
13803,5a,MARATHON,NY,42.44,-76.03
13108,5b,MARCELLUS,NY,42.98,-76.34
13403,5a,MARCY,NY,43.17,-75.29
13110,5b,MARIETTA,NY,42.9,-76.32
13111,6a,MARTVILLE,NY,43.28,-76.62
12116,5a,MARYLAND,NY,42.53,-74.88
13804,6a,MASONVILLE,NY,42.24,-75.37
13662,4b,MASSENA,NY,44.92,-74.89
12117,5a,MAYFIELD,NY,43.1,-74.26
12118,5b,MECHANICVILLE,NY,42.9,-73.69
12120,5b,MEDUSA,NY,42.45,-74.14
12121,5b,MELROSE,NY,42.85,-73.6
13112,5b,MEMPHIS,NY,43.08,-76.37
13806,5b,MERIDALE,NY,42.36,-74.95
13114,5b,MEXICO,NY,43.46,-76.23
12122,5b,MIDDLEBURGH,NY,42.59,-74.32
12849,5a,"MIDDLE GRANVILLE",NY,43.45,-73.3
12850,5a,"MIDDLE GROVE",NY,43.11,-74.02
13406,5a,MIDDLEVILLE,NY,43.13,-74.97
13807,5a,MILFORD,NY,42.59,-74.94
12851,4b,MINERVA,NY,43.78,-73.97
12956,4b,MINEVILLE,NY,44.08,-73.52
12998,4b,WITHERBEE,NY,44.09,-73.53
13116,5b,MINOA,NY,43.07,-76
13407,5b,MOHAWK,NY,43,-75
12957,4b,MOIRA,NY,44.86,-74.57
12958,4b,MOOERS,NY,44.96,-73.58
12959,4b,"MOOERS FORKS",NY,44.96,-73.69
13118,5b,MORAVIA,NY,42.71,-76.42
12960,4b,MORIAH,NY,44.05,-73.5
12961,4b,"MORIAH CENTER",NY,44.06,-73.52
13808,5a,MORRIS,NY,42.54,-75.24
12962,5a,MORRISONVILLE,NY,44.69,-73.55
13664,4b,MORRISTOWN,NY,44.58,-75.64
13408,5a,MORRISVILLE,NY,42.89,-75.64
13809,5b,"MOUNT UPTON",NY,42.42,-75.38
13810,5a,"MOUNT VISION",NY,42.57,-75.05
13409,5a,MUNNSVILLE,NY,42.97,-75.58
12123,5b,NASSAU,NY,42.51,-73.61
13665,4a,"NATURAL BRIDGE",NY,44.09,-75.47
13120,5b,NEDROW,NY,42.97,-76.14
13811,5b,"NEWARK VALLEY",NY,42.22,-76.18
13411,5a,"NEW BERLIN",NY,42.62,-75.33
12852,4a,NEWCOMB,NY,43.97,-74.17
12879,4a,NEWCOMB,NY,43.97,-74.17
13413,5a,"NEW HARTFORD",NY,43.07,-75.28
12125,5b,"NEW LEBANON",NY,42.46,-73.39
13416,5a,NEWPORT,NY,43.18,-75.01
12964,4b,"NEW RUSSIA",NY,44.14,-73.6
13122,5a,"NEW WOODSTOCK",NY,42.84,-75.85
13417,5b,"NEW YORK MILLS",NY,43.1,-75.29
13812,5b,NICHOLS,NY,42,-77.26
12965,4b,NICHOLVILLE,NY,44.71,-74.65
13813,5b,NINEVEH,NY,42.19,-75.6
12130,5b,NIVERVILLE,NY,42.44,-73.64
13667,4b,NORFOLK,NY,44.8,-74.98
12966,4b,"NORTH BANGOR",NY,44.79,-74.41
12131,5b,"NORTH BLENHEIM",NY,42.47,-74.43
12853,4b,"NORTH CREEK",NY,43.69,-73.98
12854,5a,"NORTH GRANVILLE",NY,43.5,-73.33
12855,4a,"NORTH HUDSON",NY,43.98,-73.7
12949,4b,LAWRENCEVILLE,NY,44.77,-74.65
12967,4b,"NORTH LAWRENCE",NY,44.76,-74.65
13124,5a,"NORTH PITCHER",NY,42.65,-75.81
12134,4b,NORTHVILLE,NY,43.22,-74.17
13815,5a,NORWICH,NY,42.53,-75.52
13668,4b,NORWOOD,NY,44.74,-74.99
13669,4b,OGDENSBURG,NY,44.7,-75.47
12136,5b,"OLD CHATHAM",NY,42.42,-73.56
13420,3b,"OLD FORGE",NY,43.71,-74.97
12857,4a,OLMSTEDVILLE,NY,43.86,-74.06
13421,5b,ONEIDA,NY,43.08,-75.65
13820,5b,ONEONTA,NY,42.45,-75.06
13424,5b,ORISKANY,NY,43.15,-75.33
13425,5a,"ORISKANY FALLS",NY,42.93,-75.46
13126,6a,OSWEGO,NY,43.45,-76.5
13825,5a,OTEGO,NY,42.39,-75.17
13827,5b,OWEGO,NY,42.1,-76.26
12969,4a,"OWLS HEAD",NY,44.71,-74.08
13830,5a,OXFORD,NY,42.44,-75.59
13428,5b,"PALATINE BRIDGE",NY,42.91,-74.57
13131,5a,PARISH,NY,43.4,-76.12
13672,4a,PARISHVILLE,NY,44.63,-74.82
12137,5b,PATTERSONVILLE,NY,42.84,-74.13
12970,4a,"PAUL SMITHS",NY,44.43,-74.25
13132,5b,PENNELLVILLE,NY,43.26,-76.24
12972,5a,PERU,NY,44.58,-73.53
12138,5a,PETERSBURG,NY,42.72,-73.36
13673,4b,PHILADELPHIA,NY,44.15,-75.7
13135,5b,PHOENIX,NY,43.23,-76.29
12139,4a,PISECO,NY,43.42,-74.53
13136,5b,PITCHER,NY,42.58,-75.86
12901,5a,PLATTSBURGH,NY,44.69,-73.45
12903,5a,PLATTSBURGH,NY,44.69,-73.45
13832,5a,PLYMOUTH,NY,42.61,-75.6
12140,5b,POESTENKILL,NY,42.69,-73.56
13431,4b,POLAND,NY,43.22,-75.06
13140,5b,"PORT BYRON",NY,43.03,-76.62
13833,5b,"PORT CRANE",NY,42.16,-75.83
